regime,D_v,n_run,n_steady_snapshots,H_mean,H_std_time,D_mean,D_std_time,DKL_mean,DKL_std_time,kmean_AB,kpeak_A,k_bin,k,PS_A,PS_B,PS_0,G_AB
segregating,0.010,1,200,0.7983883579984371,0.012305069530344607,1.188991730459148,0.010196842793167326,0.43683165660032436,0.005968169202617412,0.34744490165150593,0.30918648268241267,13,1.6696070064850286,0.002881297243101628,0.0018079528436983853,0.002900970248670859,-0.0008941399190645773
segregating,0.010,1,200,0.7983883579984371,0.012305069530344607,1.188991730459148,0.010196842793167326,0.43683165660032436,0.005968169202617412,0.34744490165150593,0.30918648268241267,14,1.7932815995579938,0.0006997540821860159,0.001035865898688625,0.00053596936700174,-0.0005998253069364504
segregating,0.010,1,200,0.7983883579984371,0.012305069530344607,1.188991730459148,0.010196842793167326,0.43683165660032436,0.005968169202617412,0.34744490165150593,0.30918648268241267,15,1.9169561926309586,0.0004606787414397946,0.0006054393592489651,0.00013229517519050275,-0.00046691146274912843
segregating,0.010,1,200,0.7983883579984371,0.012305069530344607,1.188991730459148,0.010196842793167326,0.43683165660032436,0.005968169202617412,0.34744490165150593,0.30918648268241267,16,2.040630785703924,0.00019684748835812658,0.0002223969829855403,1.1111175608499194e-05,-0.00020406664786758392
segregating,0.010,1,200,0.7983883579984371,0.012305069530344607,1.188991730459148,0.010196842793167326,0.43683165660032436,0.005968169202617412,0.34744490165150593,0.30918648268241267,17,2.1643053787768887,9.864066336443831e-05,0.00010611548380432784,2.243200042076498e-05,-9.116207337400055e-05
segregating,0.010,1,200,0.7983883579984371,0.012305069530344607,1.188991730459148,0.010196842793167326,0.43683165660032436,0.005968169202617412,0.34744490165150593,0.30918648268241267,18,2.287979971849854,5.100604215113419e-05,6.249905020775366e-05,3.296066866495631e-05,-4.027221184696576e-05
segregating,0.010,1,200,0.7983883579984371,0.012305069530344607,1.188991730459148,0.010196842793167326,0.43683165660032436,0.005968169202617412,0.34744490165150593,0.30918648268241267,19,2.411654564922819,3.567749962899534e-05,3.193688898169037e-05,4.705932696518422e-05,-1.027753082275073e-05
segregating,0.010,1,200,0.7983883579984371,0.012305069530344607,1.188991730459148,0.010196842793167326,0.43683165660032436,0.005968169202617412,0.34744490165150593,0.30918648268241267,20,2.535329157995784,2.0348562227238526e-05,1.86130355458935e-05,4.275956801045191e-05,1.8989851186599396e-06
segregating,0.010,1,200,0.7983883579984371,0.012305069530344607,1.188991730459148,0.010196842793167326,0.43683165660032436,0.005968169202617412,0.34744490165150593,0.30918648268241267,21,2.659003751068749,1.0585958024372423e-05,9.942954447923959e-06,3.1974492417753934e-05,5.722789972728777e-06
segregating,0.010,1,200,0.7983883579984371,0.012305069530344607,1.188991730459148,0.010196842793167326,0.43683165660032436,0.005968169202617412,0.34744490165150593,0.30918648268241267,22,2.782678344141714,4.9005430165263845e-06,5.240242209940646e-06,1.8643728695883044e-05,4.251471734708006e-06
